timestamp,user_id,status,verified,work_code,raw_data
"2025-10-14 12:32:23","4470001","Masuk","1","0","4470001	2025-10-14 12:32:23	0	1	0	0	0	0	0	0"
"2025-10-14 12:34:33","4470009","Masuk","1","0","4470009	2025-10-14 12:34:33	0	1	0	0	0	0	0	0"
"2025-10-14 13:44:28","3470003","Masuk","1","0","3470003	2025-10-14 13:44:28	0	1	0	0	0	0	0	0"
"2025-10-14 14:51:53","3470008","Masuk","1","0","3470008	2025-10-14 14:51:53	0	1	0	0	0	0	0	0"
"2025-10-14 14:52:05","3470008","Keluar","1","0","3470008	2025-10-14 14:52:05	1	1	0	0	0	0	0	0"
"2025-10-14 15:14:08","4470006","Keluar","1","0","4470006	2025-10-14 15:14:08	1	1	0	0	0	0	0	0"
"2025-10-14 15:14:16","4470001","Keluar","1","0","4470001	2025-10-14 15:14:16	1	1	0	0	0	0	0	0"
"2025-10-14 15:16:00","3470017","Keluar","1","0","3470017	2025-10-14 15:16:00	1	1	0	0	0	0	0	0"
"2025-10-14 15:16:25","3470012","Keluar","1","0","3470012	2025-10-14 15:16:25	1	1	0	0	0	0	0	0"
"2025-10-14 15:17:05","3470021","Keluar","1","0","3470021	2025-10-14 15:17:05	1	1	0	0	0	0	0	0"
"2025-10-14 15:17:08","3470013","Keluar","1","0","3470013	2025-10-14 15:17:08	1	1	0	0	0	0	0	0"
"2025-10-14 15:17:10","3470013","Keluar","1","0","3470013	2025-10-14 15:17:10	1	1	0	0	0	0	0	0"
"2025-10-14 15:18:35","4470005","Keluar","1","0","4470005	2025-10-14 15:18:35	1	1	0	0	0	0	0	0"
"2025-10-14 15:19:04","3470006","Keluar","1","0","3470006	2025-10-14 15:19:04	1	1	0	0	0	0	0	0"
"2025-10-14 15:19:16","3470010","Keluar","1","0","3470010	2025-10-14 15:19:16	1	1	0	0	0	0	0	0"
"2025-10-14 15:19:32","3470003","Keluar","1","0","3470003	2025-10-14 15:19:32	1	1	0	0	0	0	0	0"
"2025-10-14 15:20:19","3470009","Keluar","1","0","3470009	2025-10-14 15:20:19	1	1	0	0	0	0	0	0"
"2025-10-14 15:22:23","3470019","Keluar","1","0","3470019	2025-10-14 15:22:23	1	1	0	0	0	0	0	0"
"2025-10-14 15:22:30","4470003","Keluar","1","0","4470003	2025-10-14 15:22:30	1	1	0	0	0	0	0	0"
"2025-10-14 15:22:50","3470014","Keluar","1","0","3470014	2025-10-14 15:22:50	1	1	0	0	0	0	0	0"
"2025-10-14 15:23:22","3470004","Keluar","1","0","3470004	2025-10-14 15:23:22	1	1	0	0	0	0	0	0"
"2025-10-14 15:25:49","4470004","Keluar","1","0","4470004	2025-10-14 15:25:49	1	1	0	0	0	0	0	0"
"2025-10-14 15:25:52","4470004","Keluar","1","0","4470004	2025-10-14 15:25:52	1	1	0	0	0	0	0	0"
"2025-10-14 15:26:01","4470009","Keluar","1","0","4470009	2025-10-14 15:26:01	1	1	0	0	0	0	0	0"
"2025-10-14 15:26:14","4470007","Keluar","1","0","4470007	2025-10-14 15:26:14	1	1	0	0	0	0	0	0"
"2025-10-14 15:28:59","3470005","Keluar","1","0","3470005	2025-10-14 15:28:59	4	1	0	0	0	0	0	0"
"2025-10-14 15:29:35","3470010","Keluar","1","0","3470010	2025-10-14 15:29:35	4	1	0	0	0	0	0	0"
"2025-10-14 15:29:55","3470002","Keluar","1","0","3470002	2025-10-14 15:29:55	1	1	0	0	0	0	0	0"
"2025-10-14 15:30:06","3470002","Keluar","1","0","3470002	2025-10-14 15:30:06	4	1	0	0	0	0	0	0"
"2025-10-14 15:30:36","3470007","Keluar","1","0","3470007	2025-10-14 15:30:36	4	1	0	0	0	0	0	0"
"2025-10-14 15:30:50","3470007","Keluar","1","0","3470007	2025-10-14 15:30:50	1	1	0	0	0	0	0	0"
"2025-10-14 15:31:06","3470004","Keluar","1","0","3470004	2025-10-14 15:31:06	4	1	0	0	0	0	0	0"
"2025-10-14 15:36:10","3470001","Keluar","1","0","3470001	2025-10-14 15:36:10	4	1	0	0	0	0	0	0"
"2025-10-14 15:36:41","3470001","Keluar","1","0","3470001	2025-10-14 15:36:41	1	1	0	0	0	0	0	0"
